car,kotse
carabao,kalabaw
carabine,karabina
caracal,hayop ng karakal
carafe,pitsel
caramel,karamelo
carapace,talukab
carat,karat
caravan,karawan
caravanserai,otel ng karawansaray
caraway,kumin
carbide,karbid
carbine,karabin
carbohydrate,karbohidrat
carbolic,karboliko
carbon,karbon
carbonaceous,may karbon
carbonate,karbonat
carbonic,may karbon
carboniferous,may karbon
carborundum,karborund
carbuncle,karbunkul
carcase,bangkay
carcases,bangkay
carcass,patay na hayop
carcasses,bangkay
carcinogen,pukawin ang kanser
carcinoma,kanser na bahagi
card,kard
Cardan,Kardan
cardboard,karton
cardiac,para puso
cardigan,kardigan
cardinal,kardinal
carding,karding
cardiology,kardyolohiya
care,pag-aalaga
cared,inaalagaan
career,karera
careerist,karyerista
careers,karera
carefree,walang inaalaala
careful,maingat
carefully,mabuti
carefulness,dahan
careless,buhalhal
carelessly,dalus-dalos
carelessness,kawalang-ingat
carer,tagapag-alaga
carers,mga tagapag-alaga
cares,nagmamalasakit
caress,yakapin nang buong pagmamahal
caressed,pumanaw
caresses,haplos
caressing,mamahal
caretaker,bantay
careth,nagsusumakit
careworn,pagod
cargo,karga
caricature,karikatura
caries,karies
Carmelite,Karmelit
carmine,karmin
carnage,pagpatay
carnal,karnal
carnality,madaling makaramdam
carnally,mahalay
carnival,karnabal
carnivorous,mahilig sa kame
carol,masayang awitin
carotene,karotina
carotin,karotin
carousal,masayang inuman
carouse,makipag-inuman
carp,pamumula
Carpathians,Kabundukan ng Karpathians
carpenter,karpintero
carpentry,pagkakarpinterya
carpet,karpet
carpeting,paglalagay ng alpombra
carriage,karwahe
carried,natupad
carrier,tagapagdala
carries,nagdadala
carrieth,nagdadala
carrion,bulok na bangkay
carrot,karot
carrots,karot
carroty,kulay-karot
Carrousel,Tiyubibo
carry,isagawa
carryall,malaking maleta
carrying,dala
cart,kariton
Carte,Menu
cartel,kartel
cartels,kartel
carter,nagmamaneo ng karitela
Carthaginian,Karseginean
Carthusian,Monghe ng Kartesyano
cartilage,kartilago
cartilaginous,kartilago
cartload,karga na puede ilagay sa karitela
cartographer,kartograper
cartographic,kartograpiko
cartography,kartograpya
carton,karton
cartons,karton
cartoon,kartun
cartoonist,karikaturista
cartouche,kartouche
cartridge,kartutso
carts,cart
carve,paghiwa-hiwain
carved,kinatay
carver,magkakatay
carving,larawang inukit
carvings,carving
cascade,kaskad
case,kaso
cases,kaso
cashbox,kahon pampera
cashew,keshew
cashier,tagabayad
cashiers,kahera
cashmere,katsemir
casing,pambalot
casino,kasino
cask,bariles
casket,kabaong
casque,kaska
cassava,kasaba
casserole,kaserol
cassette,kaseta
cassia,kawayan ng kassia
cassock,sutana
cassowary,kasuar
cast,palayasin
castanet,kastanyedas
castanets,kastanyedas
castaway,napadpad
caste,kasta
castellan,kastelyano
casteth,ay nagpapalabas
castigate,magsalita nang masakit
castigation,pagpaparusa
casting,paghahagis
castle,mangarap ng gising
castles,kastilyo
castoff,taong itinakwil
castor,kastor
castrate,kastrat
castration,pagkakastrat
casts,cast
casualty,napatay
casuist,kasuista
casuistry,pagiging kasuista
cat,pusa
ca'ta©,ca'ta \xc3\x82\xc2\xa9
cataclysm,kataklismo
catacomb,katakumba
catafalque,tumba
Catalan,Katalan
catalepsy,katalepsya
Catalog,Talaan
catalogue,katalogo
catalogued,natala
cataloguer,tagagawa ng katalogo
catalogues,mga katalogo
cataloguing,cataloging
catalyse,catalyze
catalysis,katalisis
catalyst,katalista
catamaran,katamaran
catanddog,pusa at aso
catapult,tirador
cataract,katarata
catarrh,sipon
catastrophe,malaking sakuna
catastrophic,sakuna
catch,sumalo
catcher,tagasalo
catches,nakakakuha
catching,nakahahalina
catchment,dakip
catchword,magandang kasabihan
catchy,nakalilinlang
catechism,katesismo
catechisms,katekismo
categorical,tiyakan
categorically,may katiyakan
categories,kategorya
categorisation,uriin
categorise,bigyan
categorised,nakategorya
categorising,categorizing
category,kategorya
cater,mangontrata ng pagpapakain
caterer,magtutustos ng pagkain
catering,pagtutustos ng pagkain
caterpillar,uod
caterwaul,awitin ng pusa
catfish,hito
catgut,ketgut
catharsis,katarsis
cathartic,purgante
cathedral,katedral
catheter,sunda
cathode,katod
catholic,panlahat
Catholicism,Katolisismo
Catholics,Katoliko
cation,kation
cations,kasyon
catlike,parang pusa
catnap,maikling tulog
catnip,halaman ng katmint
cattle,baka
cattleman,mag-aalaga sa mga baka
Caucasian,Kaukasyan
Caucasus,Kukasus
caucus,pulong ng partido
caudal,nasa unahan ng anuman
caught,hinuli
cauldron,kaldero
causal,pananahilan
causality,pananahilan
causation,pagsasagawa
causative,kausatiba
cause,sanhi
caused,sanhi
causeless,walang dahilan
causes,sanhi
causeway,daanan ng mga sasakyan
causing,nagiging sanhi ng
caustic,mapang-uyam
caution,mag-ingat
cautioned,Nagbabala
cautious,napakaingat
cautiously,maingat
cavalcade,kawalkada
cavalier,maginoo
cavalry,kawalerya
cavalryman,mananabayo
cavalrymen,kabalyero
cave,yungib
caveman,maninira sa lungga
cavern,yungib
cavernous,maraming lungga
caves,kuweba
caviare,kawyar
cavil,mamula
cavity,lukab
cavort,maglulundag
caw,mag-caw
cayman,kayman
cease,pagtigil
ceased,tumigil
ceaseless,walang humpay
ceaselessly,walang tigil
ceases,tumitigil
ceasing,patid
Cecils,Sesils
cedar,kawayan ng sedar
cede,magsuko
ceded,Isinuko
cedilla,sedil
ceiling,kisame
celandine,halaman ng selandine
Celebes,Salibis
celebrate,ipagdiwang
celebrated,bantog
celebrates,nagdiriwang
celebrating,magdiwang
celebration,pagdiriwang
celebrations,pagdiriwang
celebrities,kilalang tao
celebrity,tanyag na tao
celery,kintsay
celestial,makalangit
celibacy,buhay na walang asawa
celibate,ayaw mag-asawa
cell,selula
cellar,bodega ng alak
cellist,tselista
cello,tselo
cellophane,selopin
cellule,maliit na sela
celluloid,seluloid
cellulose,selulusa
Celt,Kelt
cement,latagan ng simento
cementing,paglagay ng isemento
cemeteries,sementaryo
cemetery,sementeryo
cenotaph,kenotapya
censer,insensaryo
censers,suuban
censor,sensor
censorial,makasensura
censoring,sine-censor
censorious,mapanuri
censorship,sensura
censurable,mapagpintas
censure,bigyang-sala
census,senso
cent,sentimos
centaur,kentawra
centenary,ikasandaang taong anibersaryo
centennial,ikasandaang taong anibersaryo
centered,nakasentro
centering,pagsasentro
centigrade,tsentigreit
centime,sentimo
centimetre,sentimetro
centimetres,centimeters
centipede,alupihan
central,sentral
centralisation,sentralisasyon
centralise,magsagitna
centralised,sentralisadong
centralising,centralizing
centralism,sentralismo
centralization,sentralisasyon
centralized,sentralisadong
centrally,May gitnang
centre,sentro
centred,nakasentro
centrepiece,centerpiece
centres,centers
centric,sentrik
centrifugal,sentripugal
centring,pagsasentro
centripetal,sentripetal
centrist,sentristang
centuries,siglo
centurion,senturyon
century,siglo
ceramic,karamik
ceramics,keramika
ceramist,keramista
cereal,siryal
cereals,mga siryal
cerebellum,tserebellum
cerebral,tserebral
cerebrum,tserebrum
ceremonial,seremonyal
ceremonies,seremonya
ceremonious,makaseremonyal
ceremony,seremonya
ceres,Siris
cerise,kulay cerise
certain,tiyak
certainly,tiyak
certainty,katiyakan
certificate,sertipiko
certificated,may sertipikato
certificates,sertipiko ng
certification,sertipikasyon
certified,sertipikadong
certify,patunayan
certifying,nagpapatunay
certitude,sertitud
cerulean,asul
cervical,servikal
cervix,serviks
cessation,pagtigil
cession,kompromiso
cesspit,tapunan ng basura
cesspool,tapunan ng basura
cetacean,ng balyena
cetera,iba pa
ceylon,Seylon
chafe,magasgas
chafed,nagngingitngit
chaff,ipa
chaffinch,ibon ng chaffinch
chagrin,pagkapahiya
chain,kadena
chair,upuan
chaired,tagapangulo
chairman,tagapangulo
chairmanship,pagkapangulo
chairperson,tagapangulo
chairpersons,tagapangulo
chairs,mga silya
Chaldea,Caldea
Chaldean,Keldian
chaldron,tseldron
chalet,shalet
chalets,chalet
chalice,kalis
chalk,tisa
chalky,may tsok
challenge,hamon
challenged,hinamon
challenger,nagdududa
challenges,hamon
challenging,mahirap
chamber,kamara
chamberlains,kamarero
chambermaid,kamarera
chambers,kamara
chameleon,hunyango
chamfer,yuko
chamois,gamusa
chamomile,mansanilya
champ,maglasa
champion,kampeon
championship,kampeonato
Chanaan,Canaan
chance,pagkakataon
chancellery,pagiging ng kanselor
chancellor,kanselor
chances,pagkakataon
chancy,riski
chandelier,aranya
chandler,tagapaggawa ng kandila
change,pagbabago
changeable,maiiba
changed,nagbago
changeful,malimit nang naiiba
changeless,hindi nababago
changes,pagbabago
changing,pagpapalit
channelled,channeled
channelling,channeling
chant,awit
chanter,tagaawit
chanting,umaawit
chaos,ganap na kaguluhan
chaotic,may gulo
chap,pumutok-putok
chapel,kapilya
chapels,kapilya
chaperon,matandang kasama ng dalaga
chaplain,kapelyan
chaplet,koronang bulaklak
chapman,magtitingi
chapped,putuk-putok
chapter,kabanata
chapters,kabanata
char,pansamantalang trabaho
character,pagkatao
characterisation,paglalarawan
characterise,magpakilala
characterised,nailalarawan
characterises,characterizes
characterising,characterizing
characteristic,katangian
characteristics,katangian
characterization,paglalarawan
characterize,magpakilala
characterless,walang pagkatao
characters,letra
charcoal,uling
charge,singilin
chargeable,pagbabayaran
charged,sisingilin
charger,magpaparatang
chargers,charger
charges,singil
charging,singilin
chariot,kalesa
charioteer,magmamaneho ng kalesa
charioteers,karo
chariots,karo
charisma,karisma
charismatics,Karismatiko
charitable,mapagbigay sa kapwa
charities,mga kawanggawa
charity,kawanggawa
charlatan,nagdudunung-dunungan
charm,mang-akit
charmed,nagayuma
charming,kaakit-akit
chars,karakter
chart,tsart
charter,magpaarkila
chartering,charter
charts,chart
chary,mahiyain
chase,habulin
chased,hinabol
chaser,habol
chasing,habol
chasm,bangin
chassis,tsasis
chaste,basal
chasten,magparusa
chastening,pagsaway
chastise,parusahan
chastised,pinarusahan
chastisement,parusa
chastity,kalinisan
chat,usap-usapan
chateau,kastilyo
chatted,chat
chattel,ari-arian
chatter,satsat
chatterbox,daldalera
chatterer,nagdadaldal
chattering,daldalan
chatting,pakikipag-chat
chatty,masalita
chauffeur,tsuper
chauvinism,tsowinisma
chauvinist,tsowinista
chauvinistic,makatsowinista
chaw,nguyain
cheap,mura
cheapen,papanliitin
cheaper,mas mura
cheapest,pinakamurang
cheaply,mura
cheapness,kamurahan
cheat,impostor
cheated,ginulangan
cheating,pagdaraya
check,siyasatin
checkered,papalit-palit
checkers,dama
checklists,checklist
checkmate,pagtalo
checkout,Tignan mo
checkpoint,magsiyasat
checkpoints,checkpoint
checkup,pagrerepaso
cheek,pisngi
cheeks,pisngi
cheeky,bastos
cheep,humuni
cheer,masayang sigaw
cheerful,galak na galak
cheerfully,masiglang
cheerfulness,kaligayahan
cheering,pagpalakpak
cheerio,sa inyong kalusugan
cheerless,walang saya
cheers,sa inyong kalusugan
cheery,masigla
cheese,keso
cheesecake,keyk na keso
cheesecloth,tsisklos
cheesemaking,keso
cheeses,keso
cheesy,ng keso
cheetah,tsite
chef,punong tagapagluto
chefs,chef
chemical,kimiko
chemicals,kemikal
chemise,magkamison
chemist,kimiko
chemistry,kimika
cheque,siyasatin
chequebook,checkbook
chequebooks,checkbooks
chequer,checker
chequered,papalit-palit
chequers,dama
cheques,checks
cherish,magmahal
cherished,itinatangi
cherries,seresa
cherry,seresa
cherub,magandang bata
cherubic,katulad ng anghel
cherubims,kerubin
cherubs,kerubin
chess,ahedres
chest,dibdib
chesterfield,tsesterpild
chestnut,kastanyas
chestnuts,mga kastanyas
chesty,malapad ang dibdib
chevalier,sewelye
chew,nguyain
chewing,sapa
chic,makisig
chicago,Tsikago
chicane,panlilinlang
chicanery,panlalansi
chick,sisiw
chicken,manok
chickens,manok
chicks,sisiw
chicory,tsikori
chide,magmura
chiding,paninisi
chief,hepe
chiefly,una sa lahat
chiefs,mga pinuno
chieftain,puno
chieftains,mga pinuno
chilblain,tsilblein
chilblains,alipunga
child,anak
childbearing,panganganak
childbirth,panganganak
childhood,pagkabata
childish,parang bata
childishness,pagkakatulad ng bata
childless,walang anak
childlessness,kawalan ng bata
childlike,walang malay
childly,parang bata
children,mga anak
Chile,Tsile
chilean,Tsilian
chili,sili
chill,ginaw
chilled,pinalamig
chills,panginginig
chilly,maginaw
chime,tunog ng relos
chimera,kimera
chimerical,kimeriko
chimney,tsimenea
chimpanzee,tsimpanse
chin,baba
Chinatown,Tsinataun
chine,gulugod ng hayop
chinese,Intsik
chink,magpakalansing
chip,maliit na tilad
chipmunk,tsipmank
chipped,may tapyas
Chippendale,Tsipendeyl
chiropodist,kiropodista
chiropody,kiropodi
chiropractic,kayropraktik
chiropractor,kiropraktor
chirp,mahuni
chirpy,masaya
chisel,magpait
chiseled,pinait
chiselled,pinait
chiselling,bakal
chit,maikling sulat
chivalrous,marangal
chivalry,kagalantihan
chlorate,klorato
chloride,klorido
chlorine,murang luntian
chloroform,kloropormo
chlorophyll,kloropila
chock,kalso
chocolate,tsokolate
chocolates,tsokolate
choice,pagpili
choices,pagpipilian
choir,koro
choirmaster,puno ng koro
choirs,koro
choke,sumakal
choked,may pasak
cholera,kolera
choleric,magagalitin
cholesterol,kolesterol
choose,piliin
chooser,tagapili
chooses,pipili
choosey,delikado
choosing,pagpili
choosy,delikado
chop,tumaga
chopped,tinadtad
chopper,puthaw
chopping,pagpuputol
choppy,pabagu-bago
chopsticks,sipit ng Intsik
choral,ng koro
chord,kuwerdas
chore,mga gawaing-bahay
chorea,korie
choreographer,koreograpo
choreographic,koreograpiko
choreography,koreograpia
chores,atupagin
chorister,kantor
chortle,halakhakan
chorus,koro
chose,Pinili
chosen,pinili
chow,pagkain
chretienne,Chr\xc3\x83\xc2\xa9tienne
christ,Kristo
christen,pangalanan
Christendom,Mga bansang Kristyano
christening,bautismo
christenings,binyag
christian,Kristyano
Christianity,Kristyanismo
Christianized,Binyagan
Christians,Kristiyano
CHRISTMAS,Pasko
Christs,Mga Kristo
chromatic,kromatiko
chrome,kromo
chromium,kromo
chromosome,kromosomo
chronic,talamak
chronicle,salaysay
chronicler,orasan
chronicles,alaala
chronograph,kronograpo
chronological,sunud-sunod
chronologically,magkakasunod
chronology,sunod ng mga pangyayari
chronometer,kronomiter
chrysalis,kriselis
chrysanthemum,krisantemo
chubbiness,burok
chubby,mabilog
chuck,pagpupukol
chuckle,tumawa nang marahan
chum,matalik na kaibigan
chump,troso
chunk,tipak
church,simbahan
churches,simbahan
churchman,pare
churchwarden,kabesang simbahan
churchyard,patyo
churl,magdaraya
churlish,bastos
churn,magbati
chyle,kail
cicada,kuliglig
cicero,Sisero
cicerone,giya
cigar,tabako
cigarette,sigarilyo
cigarettes,sigarilyo
cigars,tabako
cilia,mga pilikmata
cinch,satiyan
cinder,baga
Cinderella,Sinderela
cinema,sinehan
cinemas,sinehan
cinematography,sinematograpia
cinnamon,kanela
cinquieme,cinqui\xc3\x83\xc2\xa8me
cipher,sero
Circassian,Sekesyan
circle,bilog
circlet,maliit na bilog
circling,aligid
circuit,paligid
circuitous,hindi tuwiran
circular,pabilog
circulate,palaganapin
circulates,nagpapakalat
circulating,nagpapalipat-lipat
circulation,sirkulasyon
circulatory,gumagala
circumcise,tuliin
circumcised,tuli
circumcision,pagtutuli
circumference,kabilugan
circumflex,tuldik na pakupya
circumlocution,kaliguyan
circumlocutory,masyadong masalita
circumnavigate,maglayag sa paligid
circumnavigation,paglalayag sa paligid ng mundo
circumscribe,magtakda
circumspect,mahinahon
circumspection,ingat
circumstance,pangyayari
circumstances,kalagayan
circumstantial,madetalye
circumstantially,nang masusi
circumvent,magdaya
circumvention,pagdaraya
circus,sirko
cirrhosis,sirosis
cirrus,sires
Cisalpine,Sa timog ng alpino
Cissy,Taong duwag
cist,puntod na bato
cistern,sistern
cisterns,balon
citadel,muog
citation,banggit
citations,pagsipi
cite,sumipi
cited,Nabanggit
cites,Binanggit
cities,mga lungsod
citing,sumisipi
citizen,mamamayan
citizenry,mga mamamayan
citizens,mamamayan
citizenship,pagkamamamayan
citrate,sitrato
citric,sitriko
citron,sitron
citrus,sitrus
cittern,sitara
city,lungsod
civet,sibitket
civic,sibiko
civics,simulain ng pagkamamayan
civies,damit-sibilyan
civil,sibil
civilian,sibilyan
civilians,populasyong sibil
civilisation,sibilisasyon
civilisations,sibilisasyon
civilised,may pinag-aralan
civilising,civilizing
civility,pagkamagalang
Civilization,Kabihasnan
civilizations,sibilisasyon
civilize,magsibilisa
civilized,may pinag-aralan
civilly,nang magalang
clack,pumalatak
clad,armas
claim,paghahabol
claimants,naghahabol
claimed,inaangkin
claiming,pagtubos
clairvoyance,kahulaan
clairvoyant,nakikini-kinita
clam,kabibi
clamber,umakyat
clammy,nanlalamig at basa-basa
clamor,mag-ingay
clamorous,malinggal
clamour,mag-ingay
clamoured,clamored
clamouring,clamoring
clamp,salansan
clamped,Ika-clamp
clamps,pang-ipit
clams,tulya
clan,angkan
clandestine,lihim
clang,kalatungin
clank,kumalatong
clannish,nabibilang sa angkan
clans,angkan
clap,tunog ng kulog
clapped,pumalakpak
clapping,pumapalakpak
claptrap,kalokohan
claret,klaret
clarification,linaw
clarifications,paglilinaw
clarified,nilinaw
clarify,linawin
clarifying,pagpapaliwanag
clarinet,klarinete
clarion,korneta
clarity,kaliwanagan
clash,pag-aaway
clashed,nagkasagupaan
clashes,sagupaan
clasp,pagpisil
clasps,kawit
class,klase
classed,na-uri
classes,mga klase
classic,klasiko
classical,klasiko
classically,nang klasiko
classicism,klasisismo
classification,pag-uuri
classifications,klasipikasyon
classified,inuri
classify,uri-uriin
classifying,uuri
classless,walang klase
classmate,kamag-aaral
classmates,kaklase
classroom,silid-aralan
classrooms,silid-aralan
classy,pangunahing uri
clatter,lumagapak
clause,sugnay
clauses,clause
claustrophobia,klaustropobya
clave,nadikit
clavichord,klabikord
clavicle,balagat
claw,mangalmot
claws,kuko
clay,luad
claymore,kleimor
clean,malinis
cleaned,malinis
cleaner,panlinis
cleaning,paglilinis
cleanliness,kalinisan
cleanly,nang malinis
cleanness,kalinisan
cleans,nililinis
cleanse,linisin
cleansed,nilinis
cleanser,maglinis
cleanshaven,maayos ang pagkaahit
cleansing,hugas
cleanup,Maglinis
clear,malinaw
clearance,pagpapalinaw
clearances,clearance
cleared,nabura
clearer,malinaw
clearest,pinakamalinaw
clearheaded,matalino
clearing,kaingin
clearly,maliwanag
clearness,linaw
clears,nililimas
clearup,Linisin
clearway,klirwey
cleave,biyakin
cleaved,kumapit
cleaver,puthaw
clef,klep
cleft,lamat
clematis,klematis
clemency,awa
clement,mahabagin
clench,hawakan nang mahigpit
clergy,pari
clergyman,pari
cleric,para sa bilang pari
clerical,para sa bilang saserdote
clerk,klerk
clerkship,tungkulin ng sekretaryo
clever,matalino
cleverness,katalasan ng isip
clew,kidkid
cliche,klisey
clicked,nag-click
clicking,pag-click
clicks,mga pag-click
clientele,mga kliente
clients,kliyente
cliff,talampas
climate,klima
climates,klima
climatic,klimatiko
climatology,klimatolohiya
climax,rurok
climb,umakyat
climbed,umakyat
climber,ang umaakyat
climbers,tinik sa bota
climbing,akyat
climbs,umaakyat
clinch,magpapirmi
cling,kumapit
clinging,nakakapit
clinic,klinika
clinics,clinic
clink,pakalansingin
clinker,klinker
clinking,kalansing
clip,klip
clipped,pinutol
clipper,pamputol
clippers,gunting na panghalamanan
clipping,pinagtabasan
clippings,tira-tirahan
clique,grupo
cliques,pangkatin
cliquey,pantangi
clitoris,klitoris
cloaca,kloeyka
cloak,balabal
cloakroom,silid-pandamitan
clobber,gumulpi
cloche,gora
clock,orasan
clocks,Orasan
clockwise,paikot sa kanan
clockwork,mekanismo ng relos
clod,kimpal
clog,bara
clogged,barado
clogs,klags
cloister,magmadre
cloistered,nag-iisa
cloned,kopya
clones,panggagaya
close,malapit
closed,sarado
closely,malapit
closeness,pagkakalapit
closer,mas malapit
closes,magsasara
closest,pinakamalapit
closet,maliit na silid
closets,closet
closing,pagsasara
closings,pagsasara
closure,pagsasara
closures,pagsasara
clot,kaunting dugong namuo
cloth,tela
clothe,damitan
clothed,nararamtan
clothes,mga damit
clothier,magtitinda ng damit
clothing,damit
clots,pamumuo
clotted,may kimpal
clotting,pamumuo
cloud,ulap
cloudburst,malakas na ulan
clouded,dumidilim
cloudless,walang ulap
clouds,mga ulap
cloudy,maulap
clout,pumalo
clove,sibuyas
clover,klouber
clown,payaso
clownish,komiko
clowns,payaso
club,samahan
clubbing,paggarote
clubfooted,pingkaw ang paa
clubman,kasapi ng klub
cluck,kurok
clue,bakas
clues,pahiwatig
clump,tigkal
clumsiness,kaasiwaan
clumsy,malamya
cluster,kumpol
clustered,tinipong
clusters,tumpok
clutch,nasa kamay
clutter,kalat ng mga basura
Clyde,Klaid
coached,coach
coaching,Pagtuturo
coachman,kutsero
coadjutor,katulong
coagulate,pamumuo
coagulation,pamumuo
coal,karbon
coalesce,pag-isahin
coalescence,pagkakasama
coalfield,minahan ng karbon
coaling,koaling
coalition,koalisyon
coals,bagang
coarse,magaspang
coarseness,pagkabastos
coast,baybayin
coastguard,Tanod baybayin
coasting,ng baybayin
coastlands,pulo
coastline,baybay-dagat
coasts,hangganan
coastwise,sa kahabaan ng baybayin
coat,sako
coated,pinahiran
coating,patong
coatings,Pintura
coauthor,kamay-akda
coax,sumuyo
coaxial,may panlahat na ehe
coaxing,paghihimok
cob,pumalo
cobalt,kobalt
cobble,magbato
cobbler,manggagawa ng sapatos
cobbles,malaking karbon
cobblestones,mga bato
cobra,ulupong
cobweb,sapot
cobwebby,katulad na agiw
cobwebs,mga pakana
coca,koka
cocaine,kokaina
cochineal,kotsinil
cochlea,kokli
cochlear,parang kutsara
cock,titi
cockade,kokeid
cockatoo,kokatu
cockatrice,koketris
cockatrices,mga ulupong
cockcrow,talaok
cocked,bigla
cockerel,katyaw
cockiness,kabastusan
cocking,nagkakasa
cockle,kokel
cockney,kokni
cockpit,sabungan
cockroach,ipis
cockroaches,ipis
cocksure,tiyak na tiyak
cockswain,koksen
cocktail,kaktel
cocky,bastos
coco,niyog
cocoa,kakaw
cocoanut,niyog
coconut,niyog
cocoon,bahay-uod
cod,bakalaw
coddle,palayawin
codeine,koudin
coder,tagapagkodigo
codes,Mga code
codfish,bakalaw
codification,pagkukudigo
codify,magsistema
coding,pagkukudigo
coefficient,koepisyent
coerce,pumilit
coerced,pinilit
coercible,madaling pumilit
coercion,pagpipigil
coercions,PAMUMUWERSA
coercive,pumipilit
coeval,kagulang
coexist,magkakasamang mabuhay
coexistence,magkakasamang buhay
coexistent,nabubuhay na magkakasama
coffee,kape
coffees,kape
coffer,kaha
cofferdam,koperdam
coffers,pananalapi
coffin,kabaong
cog,ngipin ng gulong
cogency,pagkamabisa
cogent,kapani-paniwala
cogitate,mag-isip
cogitation,pagninilay-nilay
cogitative,ng isip
cognac,konyak
cognate,magkaugnay
cognisance,pagkamalay
cognisant,nababatid
cognition,katalusan
cognitive,nagbibigay-malay
cognizance,pagkamalay
cognizant,nababatid
cognomen,palayaw
cohabit,manirahang magkasama
cohabitation,paninirahang magkasama
cohere,magkadikit
coherence,pagkakaugnay-ugnay
coherency,pagkakaugnay-ugnay
coherent,magkakaugnay
cohesion,pagkakaisa
cohort,pangkat
cohorts,kasapakat
coif,maggora
coiffure,koypyur
coil,likawin
coiled,nakapulupot
coiling,likid
coin,barya
coinage,likha
coincide,makatulad
coincided,kasabay
coincidence,pagkakataon
coincident,nagkakatulad
coincidental,hindi sinasadya
coined,likha
coins,mga barya
coitus,pagtatalik
coke,kouk
cola,koula
colander,salaan
cold,malamig
coldish,malamig-lamig
coldly,nang walang bahala
coldness,kalamigan
colds,sipon
cole,koul
colic,apad
Coliseum,Malaking istadyum
colitis,kolaitis
collaborate,magtulungan
collaborating,nakikipagtulungan
collaboration,pakikipagtulungan
collaborations,pakikipagtulungan
collaborative,Tulungang
collaboratively,samang
collaborator,katulong
collaborators,collaborator
collage,kolahe
collages,collage
collapse,pagbagsak
collapsed,pinaliit
collar,tubong
collarbone,balagat
collate,maghambing
collateral,kamag-anak
collation,paghahambing
colleague,kasamahan
colleagues,kasamahan
collect,mangolekta
collected,tinipon
collecting,pagkolekta
collection,koleksyon
collections,mga koleksyon
collective,sama-sama
collectively,sama-sama
collectivism,kolektibismo
collectivity,kapanlahatan
collector,kolektor
collects,nangongolekta
college,kolehiyo
colleges,kolehiyo
collegiate,ng unibersidad
collegues,kasamahan
collet,kolit
collide,mabangga
collided,bumangga
colliding,nagbabanggaan
collie,koli
collier,magmimina
colliery,minahan ng karbon
collision,banggaan
collisions,mga banggaan
collocation,pag-aayos
colloidal,koloidal
colloquial,palasak
colloquy,pakikipagniig
collude,makipagsabwatan
collusion,sapakatan
Colombia,Kolombya
Colombian,Kolumbyano
colon,tutuldok
colonel,koronel
colonial,kolonyal
colonialism,kolonyalismo
colonialist,kolonyalista
colonies,kolonya
colonisation,kolonisasyon
colonise,kolonisahan
colonised,colonized
colonisers,mananakop
colonising,colonizing
colonist,kolono
colonization,kolonisasyon
colonize,kolonisahan
colonnade,koloneid
colons,tutuldok
colony,kolonya
Color,Kulay
coloration,kulay
colored,kulay na
colorful,makulay
coloring,pangkulay
colorless,walang kulay
Colors,Watawat
colossal,napakalaki
Colosseum,Kolosiem
Colossians,Mga Taga-Colosas
colour,kulay
colouration,kulay
Coloured,May Kulay
colourful,makulay
colourfully,colorfully
colouring,pangkulay
colourings,colorings
colourless,walang kulay
colours,watawat
colt,bisiro
columbine,ng mga kalapati
column,haligi
columnar,katulad ng haligi
columned,may haligi
columnist,tagapamahala
columns,haligi
coma,pagkawala ng malay
comatose,komatos
comb,suklay
combat,lumaban
combatant,panlaban
combated,masugpo
combating,Pagpipigil
combative,panlaban
comber,tagapagsuklay
combination,kombinasyon
combinations,mga kumbinasyon
combinatorial,kombinatoryal
combine,pagsamahin
combined,pinagsama
combines,Pinagsasama-sama
combing,pagsusuklay
combining,Kombinasyon
combs,suklay
combustible,madaling magliyab
combustibles,gatong
combustion,pagkasunog
come,dumating
comeback,bumalik
comedian,komedyante
comedians,komedyante
comedies,Komedya
comedown,bumaba ka
comedy,komedya
comeliness,kagandahan
comely,kaakit-akit
comer,kanto
comes,dumating
comest,nanggaling
comestible,maaaring kainin
comet,kometa
cometh,dumarating
comets,kometa
comfort,aliw
comfortable,maginhawa
comfortably,matiwasay
comforted,maaliw
comforter,taga-aliw
comforting,umaaliw
comfortless,walang aliw
comfy,umaliw
comic,nakakatawa
comical,nakakatawa
comics,komiks
coming,pagdating
comma,kuwit
command,utos
commandant,komander
commanded,iniutos
commandeer,kumpiskahin
commander,kumander
commanders,kumander
commandeth,ipinag-uutos sa
commanding,namumuno
commandment,utos
commandments,utos
commands,utos
commas,kuwit
commemorate,magpaalaala
commemorated,Pag-alaala
commemorating,paggunita
commemoration,pagdiriwang
commemorative,pangunita
commence,umpisahan
commenced,nagsimula
commencement,umpisa
commencing,magsisimula sa
commend,purihin
commendable,kapuri-puri
commendation,papuri
commends,pinapurihan
commensurate,katapat
comment,puna
commentaries,komentaryo
commentary,komentaryo
commentator,komentarista
commentators,komentarista
commented,Nagkomento
commenting,pagkomento
comments,Tingnan ang mga komento
commerce,komersyo
commercial,komersyal
commercialisation,commercialization
commercialise,kalakalin
commercialised,commercialized
commercialism,kuwarta ang diwa
commercially,komersyo
commercials,patalastas
comming,pagdating
commiserate,makiramay
commiseration,pagdamay
commissar,komisar
commissariat,komisaryo
Commissary,Kinatawan
commission,komisyon
commissionaire,mensahero
commissioned,Inatasan
commissioner,komisyonado
commissions,komisyon
commit,magkasala
commitment,pangako
commitments,commitment
commits,nagkakasala
committal,pagpapasok sa bilangguan
committed,nakatuon
committee,komite
committees,komite
committeth,nagkakasala
